AddToPlaylist,BookRestaurant,GetWeather,PlayMusic,RateBook,SearchCreativeWork,SearchScreeningEvent,request
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add another song to the Cita RomГЎntica playlist. 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add clem burke in my playlist Pre-Party R&B Jams
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Live from Aragon Ballroom to Trapeo
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Unite and Win to my night out
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add track to my Digster Future Hits
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add the piano bar to my Cindy Wilson
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Spanish Harlem Incident to cleaning the house
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add The Greyest of Blue Skies in Indie EspaГ±ol my playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the name kids in the street to the plylist New Indie Mix
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add album radar latino
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Tranquility to the Latin Pop Rising playlist. 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add d flame to the Dcode2016 playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add album to my fairy tales
1.0,0.0,0.0,0.0,0.0,0.0,0.0,I need another artist in the New Indie Mix playlist. 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add to playlist i love my neo soul the name national treasure book of secrets
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the fire and the wind to my Digster Future Hits playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Caleigh Peters to my women of country list
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add children of telepathic experiences to the playlist named baladas romГЎnticas
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add 9th Inning to my bossa nova dinner playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,I need another tune in my legendary guitar solos playlist. 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Slimm Cutta Calhoun to my this is prince playlist. 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Always to dena's Baroque 50 Spotify Picks playlist. 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add song to Sleepytime
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add an album to my list La Mejor MГєsica Dance 2017
1.0,0.0,0.0,0.0,0.0,0.0,0.0,"add Hey, Johnnie Cope, Are Ye Waking Yet to year in metal 2016 playlist"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the album to the psychedelic rock playlist 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Can you add Esquivando charcos to my playlist entitled the piano bar
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add wiktor coj to the Sleep playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Incorporate time warp into my fairy tales playlist. 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add this MakSim tune to Trad Folk
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add tune to my playlist eletro br
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this tune to my Dinnertime Acoustics list
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add monsters this is prince playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add a tune in Chill Vibes
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Can you add a track to my Spain Top 50 playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,put this album by Mike Tramp on Deathcore
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add ross the boss to laurie's listas de Г©xitos list
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add some Beatmaster V to the This Is Nicky Jam playlist. 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add paulinho da viola to my Radio Rock song list
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Eef Barzelay to my Country Coffeehouse
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this artist to queen playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Olga Souza to virginia's femme fatale playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add an album by m g sreekumar to my laidback acoustic playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this album to my spotify orchestra cello playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,I want to put goldy mcjohn on my Rock Party playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this song to noreen's fresh finds six strings
1.0,0.0,0.0,0.0,0.0,0.0,0.0,A Shawnna to the Warm Hearts Feel Good playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this tune to Rock Save The Queen
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Firehouse to my acoustic soul list.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add this david cole track to my Totally Stress Free
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Progress to my clГЎsica para todos playlist. 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the artist  tony thompson to my canta en la ducha playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the artist to my This Is Mozart playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this track to downtempo beats
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Quicksand to my valentine's day love playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add feel the passion to my this is kudai playlist. 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add this song to my us latin top 50 playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Put this artist in Pachangueo Total
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add vl mike to my Dcode2016 playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add how to my week end playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Norma Jean to my pure rock & roll playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Kirk Hammett to Calm Down
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add On with the Show to my Beast Mode playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add kjetil vidar haraldstad to listas de Г©xitos
1.0,0.0,0.0,0.0,0.0,0.0,0.0,can you add xanadu to Latin Alternative Music
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add this track to krystal's piano 100
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Can you put this track onto the playlist the selektor?
1.0,0.0,0.0,0.0,0.0,0.0,0.0,my jazz for loving couples needs more push the button
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add the album the martin garrix show to my playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add gina schock to workout twerkout
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this tune to cristina's endorphin rush playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add this tune to my It's a Southern Thing playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Ik Tara to laundry playlst
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this tune to This Is Nicky Jam
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Can you add something by the artist Paul Cargnello to my Chill Tracks playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Runaljod gap var Ginnunga to ashlee's playlist titled forever country
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Put The Orange and the Green on Los 40 Radio Г‰xitos
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add an album by Liza Oumarova to the Steampunk playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Please add a song to ines's playlist called Metal Party
1.0,0.0,0.0,0.0,0.0,0.0,0.0,For playlist todo latino add Absolutely Sweet Marie
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add gn to night vibes
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Can you add Blood On The Face to the playlist called Heartland Country
1.0,0.0,0.0,0.0,0.0,0.0,0.0,The spring classical playlist needs Partners in Crime added to it. 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add the artist Tomohisa Yamashita to the conexiones playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Written in Red to my cleaning the house playlist. 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add cordell mosson to my i love my neo soul list
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add album to Feeling Blue
1.0,0.0,0.0,0.0,0.0,0.0,0.0,I want to put another album into the a peaceful rush hour playlist. 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Open my acoustic concentration playlist and play an entire album
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add sonntag to my Assassin's Creed
1.0,0.0,0.0,0.0,0.0,0.0,0.0,I want more francis healy in the Rockin' Vibes playlist. 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add gareth gates to my autumn playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add tune to sxsw fresh playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add track to todo latino
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add to my verano list a song by andy lee
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add song to my Club Hits
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add this tune to my playlist titled uncharted 4 nathan drake
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add 100% te ljubam to the Hit Remix playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Put this album on totally alternative
1.0,0.0,0.0,0.0,0.0,0.0,0.0,put this album into becky's infinite indie folk playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Yuna Ito to the hot rods & horror shows playlist. 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add the artist Ruby to my digging now list
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add this tune to my It's a Southern Thing playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the album to the top 100 country tracks on spotify playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add this track to the classical music for smart kids playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add an album to corinne's Beast Mode playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Include the album by Arthur Rhames in Urban Poet
1.0,0.0,0.0,0.0,0.0,0.0,0.0,I need to add to the all things post starting with my favorites from the silence
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Nothing Fancy to Meditate to Sounds of Nature playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add CJ Snare to my indie mim playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Ernie Hawkins to the Dubstep playlist. 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Please put this song onto my Urban Hits playlist.
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add The Spine Surfs Alone to my playlist called The Funny Thing About Football Is
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add Ajoy Chakrabarty to women of country playlist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add this song to brooklyn beat
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Can you add some disco to my playlist called Genuine R&B
1.0,0.0,0.0,0.0,0.0,0.0,0.0,add Anthony Hamilton to my list Women of Hip Hop
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add As I Was Going to St Ives to the fantasГ­a playlist. 
1.0,0.0,0.0,0.0,0.0,0.0,0.0,put paula abdul on Musica EspaГ±ola 2017
1.0,0.0,0.0,0.0,0.0,0.0,0.0,Add the entity Por una cabeza to my playlist Forever Alone
